"","fish_sp","site_code","grp2","class","family_cor","genus_cor","sp_cor","item_kingdom","item_phylum","item_class","item_ord_cor","item_fam_cor","item_gen_cor","item_sp_cor","item_spname","item_cor","item_raw","grp1","grp3"
"5305","Pomacentrus caeruleus","mad","Isopoda","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"5306","Pomacentrus caeruleus","mad","Mollusca","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Mollusca",NA,NA,NA,NA,NA,NA,"Mollusca","Mollusques_eggs","Zooplankton","Zooplankton"
"5307","Pomacentrus caeruleus","mad","Ostracoda","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,"Ostracoda","Ostracodes","Ostracoda","Ostracoda"
"5308","Pomacentrus caeruleus","mad","Polychaeta","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaeta","Annelida","Polychaeta"
"5309","Pomacentrus caeruleus","mad","Porifera","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges_larvae","Zooplankton","Zooplankton"
"5310","Pomacentrus caeruleus","mad","Tunicata","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Ascidiacea","Ascidies larves","Zooplankton","Zooplankton"
"5311","Pomacentrus pavo","mari","Algae","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae_filaments","Benthic autotroph","Algae"
"5312","Pomacentrus pavo","mari","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods_metanauplii","Copepoda","Hexanauplia"
"5313","Pomacentrus pavo","mari","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods","Copepoda","Hexanauplia"
"5314","Pomacentrus pavo","mari","Decapoda","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Decapoda","Crab_zoeae","Zooplankton","Zooplankton"
"5315","Pomacentrus pavo","mari","Fish","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish_eggs","Fish_eggs","Zooplankton","Zooplankton"
"5316","Pomacentrus pavo","mari","Fish","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish_scales","Fish","Actinopterygii"
"5317","Pomacentrus pavo","mari","Fish","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish_frags","Fish","Actinopterygii"
"5318","Pomacentrus pavo","mari","Fish","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Chordata","Actinopterygii","Kurtiformes","Apogonidae","Ostorhinchus","novemfasciatus","Ostorhinchus novemfasciatus","Ostorhinchus novemfasciatus","Apogon_novemfasciatus","Fish","Actinopterygii"
"5319","Pomacentrus pavo","mari","Isopoda","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"5320","Pomacentrus pavo","mari","Ostracoda","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,"Ostracoda","Ostracods","Ostracoda","Ostracoda"
"5321","Pomacentrus pavo","mari","Shrimp","Actinopterygii","Pomacentridae","Pomacentrus","pavo","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp_frags","Shrimp","Malacostraca"
"5322","Pomacentrus sulfureus","mad","Algae","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Filamentous_algae","Benthic autotroph","Algae"
"5323","Pomacentrus sulfureus","mad","Algae","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Macroalgae","Macroalgae","Benthic autotroph","Algae"
"5324","Pomacentrus sulfureus","mad","Amphipoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipodes","Amphipoda","Malacostraca"
"5325","Pomacentrus sulfureus","mad","Arachnida","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Acari","Acariens","Arachnida","Arachnida"
"5326","Pomacentrus sulfureus","mad","Cirripedia","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Cirripedia","Cirripèdes","Cirripedia","Hexanauplia"
"5327","Pomacentrus sulfureus","mad","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Hexanauplia","Monstrilloida",NA,NA,NA,NA,"Monstrilloida","Monstrilloida","Copepoda","Hexanauplia"
"5328","Pomacentrus sulfureus","mad","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Hexanauplia","Harpacticoida",NA,NA,NA,NA,"Harpacticoida","Harpacticoida","Copepoda","Hexanauplia"
"5329","Pomacentrus sulfureus","mad","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Hexanauplia","Calanoida",NA,NA,NA,NA,"Calanoida","Calanoida","Copepoda","Hexanauplia"
"5330","Pomacentrus sulfureus","mad","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Hexanauplia","Cyclopoida",NA,NA,NA,NA,"Cyclopoida","Cyclopoida","Copepoda","Hexanauplia"
"5331","Pomacentrus sulfureus","mad","Crab","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Brachyura","Brachyura_larvae","Zooplankton","Zooplankton"
"5332","Pomacentrus sulfureus","mad","Fish","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish_eggs","Fish_eggs","Zooplankton","Zooplankton"
"5333","Pomacentrus sulfureus","mad","Fish","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish","Fish","Actinopterygii"
"5334","Pomacentrus sulfureus","mad","Foraminifera","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Chromatista","Foraminifera",NA,NA,NA,NA,NA,NA,"Foraminifera","Foraminifera","Foraminifera","Foraminifera"
"5335","Pomacentrus sulfureus","mad","Gastropoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropodes","Gastropoda","Gastropoda"
"5336","Pomacentrus sulfureus","mad","Gastropoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropoda_larvae","Zooplankton","Zooplankton"
"5337","Pomacentrus sulfureus","mad","Holothuria","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Echinodermata","Holothuroidea",NA,NA,NA,NA,NA,"Holothuroidea","Holothurides","Holothuria","Holothuroidea"
"5338","Pomacentrus sulfureus","mad","Hydrozoa","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,"Hydrozoa","Hydraires","Hydrozoa","Hydrozoa"
"5339","Pomacentrus sulfureus","mad","Insecta","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"Insecta","Insecta","Insecta","Insecta"
"5340","Pomacentrus sulfureus","mad","Isopoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"5341","Pomacentrus sulfureus","mad","Mollusca","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Mollusca",NA,NA,NA,NA,NA,NA,"Mollusca","Mollusques_eggs","Zooplankton","Zooplankton"
"5342","Pomacentrus sulfureus","mad","Nematoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Nematoda",NA,NA,NA,NA,NA,NA,"Nematoda","Nematodes","Microfauna","Microfauna"
"5343","Pomacentrus sulfureus","mad","Ostracoda","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,"Ostracoda","Ostracodes","Ostracoda","Ostracoda"
"5344","Pomacentrus sulfureus","mad","Paguroidea","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Paguroidea","Pagures","Paguroidea","Malacostraca"
"5345","Pomacentrus sulfureus","mad","Polychaeta","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaetes larvae","Annelida","Polychaeta"
"5346","Pomacentrus sulfureus","mad","Porifera","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges_larvae","Zooplankton","Zooplankton"
"5347","Pomacentrus sulfureus","mad","Porifera","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges","Porifera","Porifera"
"5348","Pomacentrus sulfureus","mad","Porifera","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges_buds","Porifera","Porifera"
"5349","Pomacentrus sulfureus","mad","Scleractinia","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Cnidaria","Anthozoa","Scleractinia",NA,NA,NA,NA,"Scleractinia","Mardréporaires Polyps","Anthozoa","Anthozoa"
"5350","Pomacentrus sulfureus","mad","Shrimp","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp","Shrimp","Malacostraca"
"5351","Pomacentrus sulfureus","mad","Spermatophyta","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Plantae","Tracheophyta",NA,NA,NA,NA,NA,NA,"Spermatophyta","Phanerogames","Benthic autotroph","Seagrass"
"5352","Pomacentrus sulfureus","mad","Tunicata","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Chordata","Appendicularia",NA,NA,NA,NA,NA,"Appendicularia","Appendiculaires","Tunicata","Tunicata"
"5353","Pomacentrus sulfureus","mad","Tunicata","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Ascidiacea","Ascidies","Tunicata","Tunicata"
"5354","Pomacentrus sulfureus","mad","Tunicata","Actinopterygii","Pomacentridae","Pomacentrus","sulfureus","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Ascidiacea","Ascidies larves","Zooplankton","Zooplankton"
"5355","Pomacentrus tripunctatus","mad","Alcyonaria","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Cnidaria","Anthozoa",NA,NA,NA,NA,NA,"Octocorallia","Alcyonaires","Anthozoa","Anthozoa"
"5356","Pomacentrus tripunctatus","mad","Algae","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Macroalgae","Macroalgae","Benthic autotroph","Algae"
"5357","Pomacentrus tripunctatus","mad","Algae","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Filamentous_algae","Benthic autotroph","Algae"
"5358","Pomacentrus tripunctatus","mad","Amphipoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipodes","Amphipoda","Malacostraca"
"5359","Pomacentrus tripunctatus","mad","Arachnida","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Acari","Acariens","Arachnida","Arachnida"
"5360","Pomacentrus tripunctatus","mad","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Hexanauplia","Harpacticoida",NA,NA,NA,NA,"Harpacticoida","Harpacticoida","Copepoda","Hexanauplia"
"5361","Pomacentrus tripunctatus","mad","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Hexanauplia","Calanoida",NA,NA,NA,NA,"Calanoida","Calanoida","Copepoda","Hexanauplia"
"5362","Pomacentrus tripunctatus","mad","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Hexanauplia","Cyclopoida",NA,NA,NA,NA,"Cyclopoida","Cyclopoida","Copepoda","Hexanauplia"
"5363","Pomacentrus tripunctatus","mad","Crab","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Brachyura","Brachyura_larvae","Zooplankton","Zooplankton"
"5364","Pomacentrus tripunctatus","mad","Detritus","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus",NA,NA,NA,NA,NA,NA,NA,NA,"Detritus_OM","Debris_OM","Detritus","Detritus"
"5365","Pomacentrus tripunctatus","mad","Fish","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish_eggs","Fish_eggs","Zooplankton","Zooplankton"
"5366","Pomacentrus tripunctatus","mad","Fish","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish","Fish","Actinopterygii"
"5367","Pomacentrus tripunctatus","mad","Foraminifera","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Chromatista","Foraminifera",NA,NA,NA,NA,NA,NA,"Foraminifera","Foraminifera","Foraminifera","Foraminifera"
"5368","Pomacentrus tripunctatus","mad","Gastropoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropodes","Gastropoda","Gastropoda"
"5369","Pomacentrus tripunctatus","mad","Gastropoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Opisthobranchia","Opistobranches","Gastropoda","Gastropoda"
"5370","Pomacentrus tripunctatus","mad","Holothuria","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Echinodermata","Holothuroidea",NA,NA,NA,NA,NA,"Holothuroidea","Holothurides","Holothuria","Holothuroidea"
"5371","Pomacentrus tripunctatus","mad","Hydrozoa","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,"Hydrozoa","Hydraires","Hydrozoa","Hydrozoa"
"5372","Pomacentrus tripunctatus","mad","Isopoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"5373","Pomacentrus tripunctatus","mad","Mollusca","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Mollusca",NA,NA,NA,NA,NA,NA,"Mollusca","Mollusques_eggs","Zooplankton","Zooplankton"
"5374","Pomacentrus tripunctatus","mad","Nematoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Nematoda",NA,NA,NA,NA,NA,NA,"Nematoda","Nematodes","Microfauna","Microfauna"
"5375","Pomacentrus tripunctatus","mad","Ostracoda","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,"Ostracoda","Ostracodes","Ostracoda","Ostracoda"
"5376","Pomacentrus tripunctatus","mad","Polychaeta","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Annelida","Polychaeta","Sabellida","Siboglinidae",NA,NA,NA,"Siboglinidae","Pogonophores","Annelida","Polychaeta"
"5378","Pomacentrus tripunctatus","mad","Porifera","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges","Porifera","Porifera"
"5379","Pomacentrus tripunctatus","mad","Porifera","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges_larvae","Zooplankton","Zooplankton"
"5380","Pomacentrus tripunctatus","mad","Porifera","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges_buds","Porifera","Porifera"
"5381","Pomacentrus tripunctatus","mad","Shrimp","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp","Shrimp","Malacostraca"
"5382","Pomacentrus tripunctatus","mad","Tunicata","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Ascidiacea","Ascidies larves","Zooplankton","Zooplankton"
"5383","Pomacentrus tripunctatus","mad","Tunicata","Actinopterygii","Pomacentridae","Pomacentrus","tripunctatus","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Ascidiacea","Ascidies","Tunicata","Tunicata"
"5384","Pomacentrus vaiuli","mari","Algae","Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae_scrapings_limestone_powder","Benthic autotroph","Algae"
"5385","Pomacentrus vaiuli","mari","Algae","Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae_filaments","Benthic autotroph","Algae"
"5386","Pomacentrus vaiuli","mari","Amphipoda","Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipoda","Amphipoda","Malacostraca"
"5387","Pomacentrus vaiuli","mari","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods","Copepoda","Hexanauplia"
"5388","Pomacentrus vaiuli","mari","Fish","Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish_frags","Fish","Actinopterygii"
"5389","Pomacentrus vaiuli","mari","Fish","Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish_eggs","Fish_eggs","Zooplankton","Zooplankton"
"5390","Pomacentrus vaiuli","mari","Polychaeta","Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaeta","Annelida","Polychaeta"
"5391","Priacanthus arenatus","vir","Cephalopoda","Actinopterygii","Priacanthidae","Priacanthus","arenatus","Animalia","Mollusca","Cephalopoda",NA,NA,NA,NA,NA,"Cephalopoda","Cephalopods","Cephalopoda","Cephalopoda"
"5392","Priacanthus arenatus","vir","Crab","Actinopterygii","Priacanthidae","Priacanthus","arenatus","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Cronius","tumidulus","Cronius tumidulus","Cronius tumidulus","Cronius_tumidulus","Crab","Malacostraca"
"5394","Priacanthus arenatus","vir","Crab","Actinopterygii","Priacanthidae","Priacanthus","arenatus","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae",NA,NA,NA,"Portunidae","Portunidae","Crab","Malacostraca"
"5395","Priacanthus arenatus","vir","Fish","Actinopterygii","Priacanthidae","Priacanthus","arenatus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Ostraciidae","Lactophrys",NA,"Lactophrys sp","Lactophrys sp","Lactophrys_sp_larvae","Fish","Actinopterygii"
"5396","Priacanthus arenatus","vir","Fish","Actinopterygii","Priacanthidae","Priacanthus","arenatus","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae",NA,NA,NA,"Atherinidae","Atherinidae","Fish","Actinopterygii"
"5397","Priacanthus arenatus","vir","Fish","Actinopterygii","Priacanthidae","Priacanthus","arenatus","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish","Fish","Actinopterygii"
"5398","Priacanthus arenatus","vir","Fish","Actinopterygii","Priacanthidae","Priacanthus","arenatus","Animalia","Chordata","Actinopterygii","Syngnathiformes","Dactylopteridae","Dactylopterus","volitans","Dactylopterus volitans","Dactylopterus volitans","Dactylopterus_volitans_larvae","Fish","Actinopterygii"
"5399","Priacanthus arenatus","vir","Isopoda","Actinopterygii","Priacanthidae","Priacanthus","arenatus","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
