"","fish_sp","site_code","grp2","class","family_cor","genus_cor","sp_cor","item_kingdom","item_phylum","item_class","item_ord_cor","item_fam_cor","item_gen_cor","item_sp_cor","item_spname","item_cor","item_raw","grp1","grp3"
"3438","Heteropriacanthus cruentatus","mari","Shrimp","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,"Alpheidae","Alpheids","Shrimp","Malacostraca"
"3440","Heteropriacanthus cruentatus","mari","Stomatopoda","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,"Stomatopoda","Stomatopod_frags","Stomatopoda","Malacostraca"
"3441","Heteropriacanthus cruentatus","vir","Amphipoda","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipoda","Amphipoda","Malacostraca"
"3442","Heteropriacanthus cruentatus","vir","Cephalopoda","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Mollusca","Cephalopoda",NA,NA,NA,NA,NA,"Cephalopoda","Cephalopods","Cephalopoda","Cephalopoda"
"3443","Heteropriacanthus cruentatus","vir","Crab","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Oxystomata","Oxystomata","Crab","Malacostraca"
"3444","Heteropriacanthus cruentatus","vir","Fish","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Jenkinsia",NA,"Jenkinsia sp","Jenkinsia sp","Jenkinsia_sp_larvae","Fish","Actinopterygii"
"3445","Heteropriacanthus cruentatus","vir","Fish","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae",NA,NA,NA,"Tetraodontidae","Tetraodontidae_larvae","Fish","Actinopterygii"
"3446","Heteropriacanthus cruentatus","vir","Fish","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish","Fish","Actinopterygii"
"3447","Heteropriacanthus cruentatus","vir","Fish","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Chordata","Actinopterygii","Syngnathiformes","Dactylopteridae","Dactylopterus","volitans","Dactylopterus volitans","Dactylopterus volitans","Dactylopterus_volitans_larvae","Fish","Actinopterygii"
"3448","Heteropriacanthus cruentatus","vir","Gastropoda","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropods","Gastropoda","Gastropoda"
"3449","Heteropriacanthus cruentatus","vir","Isopoda","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"3450","Heteropriacanthus cruentatus","vir","Polychaeta","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaetes","Annelida","Polychaeta"
"3451","Heteropriacanthus cruentatus","vir","Shrimp","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,"Alpheidae","Alpheids","Shrimp","Malacostraca"
"3452","Heteropriacanthus cruentatus","vir","Stomatopoda","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,"Stomatopoda","Stomatopod_larvae","Zooplankton","Zooplankton"
"3453","Heteropriacanthus cruentatus","vir","Zooplankton","Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Animalia","Arthropoda","Malacostraca","Mysida",NA,NA,NA,NA,"Mysida","Mysids","Zooplankton","Zooplankton"
"3454","Hippichthys cyanospilos","mad","Amphipoda","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipodes","Amphipoda","Malacostraca"
"3455","Hippichthys cyanospilos","mad","Copepoda","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepodes","Copepoda","Hexanauplia"
"3456","Hippichthys cyanospilos","mad","Crab","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Brachyura","Brachyura_larvae","Zooplankton","Zooplankton"
"3457","Hippichthys cyanospilos","mad","Eggs","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia",NA,NA,NA,NA,NA,NA,NA,"Eggs","Eggs","Zooplankton","Zooplankton"
"3458","Hippichthys cyanospilos","mad","Gastropoda","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropodes","Gastropoda","Gastropoda"
"3459","Hippichthys cyanospilos","mad","Isopoda","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"3460","Hippichthys cyanospilos","mad","Nematoda","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Nematoda",NA,NA,NA,NA,NA,NA,"Nematoda","Nematodes","Microfauna","Microfauna"
"3461","Hippichthys cyanospilos","mad","Ostracoda","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,"Ostracoda","Ostracodes","Ostracoda","Ostracoda"
"3462","Hippichthys cyanospilos","mad","Shrimp","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp","Shrimp","Malacostraca"
"3463","Hippichthys cyanospilos","mad","Zooplankton","Actinopterygii","Syngnathidae","Hippichthys","cyanospilos","Animalia","Arthropoda","Malacostraca","Cumacea",NA,NA,NA,NA,"Cumacea","Cumacés","Zooplankton","Zooplankton"
"3465","Holacanthus ciliaris","vir","Algae","Actinopterygii","Chaetodontidae","Holacanthus","ciliaris","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","divaricata","Dictyota divaricata","Dictyota divaricata","Dictyota_divaricata","Benthic autotroph","Algae"
"3466","Holacanthus ciliaris","vir","Algae","Actinopterygii","Chaetodontidae","Holacanthus","ciliaris","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","dentata","Dictyota dentata","Dictyota dentata","Dictyota_dentata","Benthic autotroph","Algae"
"3467","Holacanthus ciliaris","vir","Bryozoa","Actinopterygii","Chaetodontidae","Holacanthus","ciliaris","Animalia","Bryozoa",NA,NA,NA,NA,NA,NA,"Bryozoa","Bryozoa","Bryozoa","Bryozoa"
"3468","Holacanthus ciliaris","vir","Hydrozoa","Actinopterygii","Chaetodontidae","Holacanthus","ciliaris","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,"Hydrozoa","Hydrozoa","Hydrozoa","Hydrozoa"
"3469","Holacanthus ciliaris","vir","Porifera","Actinopterygii","Chaetodontidae","Holacanthus","ciliaris","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Sponges","Porifera","Porifera"
"3470","Holacanthus ciliaris","vir","Tunicata","Actinopterygii","Chaetodontidae","Holacanthus","ciliaris","Animalia","Chordata",NA,NA,NA,NA,NA,NA,"Tunicata","Tunicates","Tunicata","Tunicata"
"3472","Holacanthus tricolor","vir","Algae","Actinopterygii","Chaetodontidae","Holacanthus","tricolor","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Avrainvillea","rawsonii","Avrainvillea rawsonii","Avrainvillea rawsonii","Avrainvillea_rawsonii","Benthic autotroph","Algae"
"3473","Holacanthus tricolor","vir","Algae","Actinopterygii","Chaetodontidae","Holacanthus","tricolor","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyopteris",NA,"Dictyopteris sp","Dictyopteris sp","Dictyopteris_sp","Benthic autotroph","Algae"
"3474","Holacanthus tricolor","vir","Cyanobacteria","Actinopterygii","Chaetodontidae","Holacanthus","tricolor","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae","Lyngbya","majuscula","Lyngbya majuscula","Lyngbya majuscula","Lyngbya_majuscula","Cyanobacteria","Cyanobacteria"
"3475","Holacanthus tricolor","vir","Porifera","Actinopterygii","Chaetodontidae","Holacanthus","tricolor","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Sponges","Porifera","Porifera"
"3476","Holacanthus tricolor","vir","Zoantharia","Actinopterygii","Chaetodontidae","Holacanthus","tricolor","Animalia","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Zoanthus",NA,"Zoanthus sp","Zoanthus sp","Zoanthus_sp","Anthozoa","Anthozoa"
"3478","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Chlorodiella","longimana","Chlorodiella longimana","Chlorodiella longimana","Chlorodiella_longimana","Crab","Malacostraca"
"3479","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Actaea","rufopunctata","Actaea rufopunctata","Actaea rufopunctata","Actaea_rufopunctata","Crab","Malacostraca"
"3480","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Portunus",NA,"Portunus sp","Portunus sp","Portunus_sp","Crab","Malacostraca"
"3481","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Mithrax","sculptus","Mithrax sculptus","Mithrax sculptus","Mithrax_sculptus","Crab","Malacostraca"
"3482","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae",NA,NA,NA,"Majidae","Majids","Crab","Malacostraca"
"3483","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Platypodia","spectabilis","Platypodia spectabilis","Platypodia spectabilis","Platypodia_spectabilis","Crab","Malacostraca"
"3484","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Macrocoeloma","trispinosum","Macrocoeloma trispinosum","Macrocoeloma trispinosum","Macrocoeloma_trispinosum","Crab","Malacostraca"
"3485","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Pitho",NA,"Pitho sp","Pitho sp","Pitho_sp","Crab","Malacostraca"
"3486","Holocentrus adscensionis","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Mithrax","forceps","Mithrax forceps","Mithrax forceps","Mithrax_forceps","Crab","Malacostraca"
"3487","Holocentrus adscensionis","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Mollusca","Gastropoda","Trochida","Phasianellidae","Tricolia","adamsi","Tricolia adamsi","Tricolia adamsi","Gastropods","Gastropoda","Gastropoda"
"3488","Holocentrus adscensionis","vir","Isopoda","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"3489","Holocentrus adscensionis","vir","Polychaeta","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaetes","Annelida","Polychaeta"
"3490","Holocentrus adscensionis","vir","Shrimp","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae",NA,NA,NA,"Penaeidae","Penaeidae","Shrimp","Malacostraca"
"3492","Holocentrus adscensionis","vir","Shrimp","Actinopterygii","Holocentridae","Holocentrus","adscensionis","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,"Alpheidae","Alpheids","Shrimp","Malacostraca"
"3493","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Mithrax",NA,"Mithrax sp","Mithrax sp","Mithrax_sp","Crab","Malacostraca"
"3494","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Pitho","lherminieri","Pitho lherminieri","Pitho lherminieri","Pitho_lherminieri","Crab","Malacostraca"
"3495","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae",NA,NA,NA,"Xanthidae","Xanthids","Crab","Malacostraca"
"3496","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae",NA,NA,NA,"Majidae","Majids","Crab","Malacostraca"
"3497","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Mithrax","sculptus","Mithrax sculptus","Mithrax sculptus","Mithrax_sculptus","Crab","Malacostraca"
"3499","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Xanthodius","denticulatus","Xanthodius denticulatus","Xanthodius denticulatus","Xanthodius_denticulatus","Crab","Malacostraca"
"3500","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Domeciidae","Domecia","hispida","Domecia hispida","Domecia hispida","Domecia_hispida","Crab","Malacostraca"
"3501","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Euryplacidae","Euryplax","nitida","Euryplax nitida","Euryplax nitida","Euryplax_nitida","Crab","Malacostraca"
"3502","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae",NA,NA,NA,"Porcellanidae","Porcellanidae","Crab","Malacostraca"
"3503","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Mithrax","forceps","Mithrax forceps","Mithrax forceps","Mithrax_forceps","Crab","Malacostraca"
"3504","Holocentrus rufus","vir","Crab","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Mithrax","coryphe","Mithrax coryphe","Mithrax coryphe","Mithrax_coryphe","Crab","Malacostraca"
"3505","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Neogastropoda","Marginellidae","Hyalina","albolineata","Hyalina albolineata","Hyalina albolineata","Gastropods","Gastropoda","Gastropoda"
"3506","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Mitrella","lunata","Mitrella lunata","Mitrella lunata","Gastropods","Gastropoda","Gastropoda"
"3507","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Pseudostomatella","erythrocoma","Pseudostomatella erythrocoma","Pseudostomatella erythrocoma","Gastropods","Gastropoda","Gastropoda"
"3508","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Neogastropoda","Marginellidae","Hyalina",NA,"Hyalina sp","Hyalina sp","Gastropods","Gastropoda","Gastropoda"
"3509","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Neogastropoda","Marginellidae","Hyalina","avena","Hyalina avena","Hyalina avena","Gastropods","Gastropoda","Gastropoda"
"3510","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Neogastropoda","Marginellidae","Hyalina","lunata","Hyalina lunata","Hyalina lunata","Gastropods","Gastropoda","Gastropoda"
"3511","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda",NA,"Acmaeidae",NA,NA,NA,"Acmaeidae","Gastropods","Gastropoda","Gastropoda"
"3512","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda",NA,"Acmaeidae","Acmaea",NA,"Acmaea sp","Acmaea sp","Gastropods","Gastropoda","Gastropoda"
"3513","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Purpura","patula","Purpura patula","Purpura patula","Gastropods","Gastropoda","Gastropoda"
"3514","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropods","Gastropoda","Gastropoda"
"3515","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Pseudostomatella","coccinea","Pseudostomatella coccinea","Pseudostomatella coccinea","Gastropods","Gastropoda","Gastropoda"
"3516","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Emarginula","pumila","Emarginula pumila","Emarginula pumila","Gastropods","Gastropoda","Gastropoda"
"3517","Holocentrus rufus","vir","Gastropoda","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Mollusca","Gastropoda",NA,"Acmaeidae","Acmaea","pustulata","Acmaea pustulata","Acmaea pustulata","Gastropods","Gastropoda","Gastropoda"
"3518","Holocentrus rufus","vir","Ophiuroidea","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiotrichidae","Ophiothrix",NA,"Ophiothrix sp","Ophiothrix sp","Ophiothrix_sp","Ophiuroidea","Ophiuroidea"
"3519","Holocentrus rufus","vir","Ophiuroidea","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophionereididae","Ophionereis",NA,"Ophionereis sp","Ophionereis sp","Ophionereis_sp","Ophiuroidea","Ophiuroidea"
"3522","Holocentrus rufus","vir","Shrimp","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Gnathophyllidae",NA,NA,NA,"Gnathophyllidae","Gnathophyllidae","Shrimp","Malacostraca"
"3523","Holocentrus rufus","vir","Shrimp","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae",NA,NA,NA,"Penaeidae","Penaeidae","Shrimp","Malacostraca"
"3524","Holocentrus rufus","vir","Shrimp","Actinopterygii","Holocentridae","Holocentrus","rufus","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,"Alpheidae","Alpheids","Shrimp","Malacostraca"
"3525","Holocentrus sp","mari","Crab","Actinopterygii","Holocentridae","Holocentrus","sp","Animalia","Arthropoda","Malacostraca","Decapoda","Trapeziidae","Trapezia",NA,"Trapezia sp","Trapezia sp","Trapezia_sp","Crab","Malacostraca"
"3526","Holocentrus sp","mari","Shrimp","Actinopterygii","Holocentridae","Holocentrus","sp","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp_frags","Shrimp","Malacostraca"
"3527","Hypoatherina harringtonensis","vir","Copepoda","Actinopterygii","Atherinidae","Hypoatherina","harringtonensis","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods","Copepoda","Hexanauplia"
"3528","Hypoatherina harringtonensis","vir","Copepoda","Actinopterygii","Atherinidae","Hypoatherina","harringtonensis","Animalia","Arthropoda","Hexanauplia","Poecilostomatoida","Corycaeidae","Corycaeus",NA,"Corycaeus sp","Corycaeus sp","Corycaeus_sp","Copepoda","Hexanauplia"
"3529","Hypoatherina harringtonensis","vir","Copepoda","Actinopterygii","Atherinidae","Hypoatherina","harringtonensis","Animalia","Arthropoda","Hexanauplia","Calanoida","Pontellidae","Labidocera","scotti","Labidocera scotti","Labidocera scotti","Labidocera_scotti","Copepoda","Hexanauplia"
"3530","Hypoatherina harringtonensis","vir","Copepoda","Actinopterygii","Atherinidae","Hypoatherina","harringtonensis","Animalia","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","crassirostris","Paracalanus crassirostris","Paracalanus crassirostris","Paracalanus_crassirostris","Copepoda","Hexanauplia"
"3531","Hypoatherina harringtonensis","vir","Fish","Actinopterygii","Atherinidae","Hypoatherina","harringtonensis","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish_larvae","Fish_larvae","Fish","Actinopterygii"
"3532","Hypoatherina harringtonensis","vir","Polychaeta","Actinopterygii","Atherinidae","Hypoatherina","harringtonensis","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaeta_larvae","Zooplankton","Zooplankton"
"3533","Hypoatherina ovalaua","mari","Copepoda","Actinopterygii","Atherinidae","Hypoatherina","ovalaua","Animalia","Arthropoda","Hexanauplia","Calanoida",NA,NA,NA,NA,"Calanoida","Calanoida","Copepoda","Hexanauplia"
"3534","Hypoatherina ovalaua","mari","Decapoda","Actinopterygii","Atherinidae","Hypoatherina","ovalaua","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Decapoda","Crab_zoeae","Zooplankton","Zooplankton"
"3535","Hypoatherina ovalaua","mari","Gastropoda","Actinopterygii","Atherinidae","Hypoatherina","ovalaua","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Veliger_larvae","Veliger_larvae","Zooplankton","Zooplankton"
"3536","Hypoatherina temminckii","mari","Copepoda","Actinopterygii","Atherinidae","Hypoatherina","temminckii","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods","Copepoda","Hexanauplia"
"3537","Hypoatherina temminckii","mari","Fish","Actinopterygii","Atherinidae","Hypoatherina","temminckii","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish_frags","Fish","Actinopterygii"
"3538","Hypoatherina temminckii","mari","Foraminifera","Actinopterygii","Atherinidae","Hypoatherina","temminckii","Chromatista","Foraminifera",NA,NA,NA,NA,NA,NA,"Foraminifera","Foraminifera_Sand","Foraminifera","Foraminifera"
"3539","Hypoatherina temminckii","mari","Gastropoda","Actinopterygii","Atherinidae","Hypoatherina","temminckii","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropoda","Gastropoda","Gastropoda"
"3540","Hypoatherina temminckii","mari","Shrimp","Actinopterygii","Atherinidae","Hypoatherina","temminckii","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp_larvae","Zooplankton","Zooplankton"
"3541","Hypoatherina temminckii","mari","Stomatopoda","Actinopterygii","Atherinidae","Hypoatherina","temminckii","Animalia","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,"Stomatopoda","Stomatopod_larvae","Zooplankton","Zooplankton"
"3542","Hypoplectrus aberrans","vir","Crab","Actinopterygii","Serranidae","Hypoplectrus","aberrans","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Crab","Crab","Crab","Malacostraca"
"3543","Hypoplectrus aberrans","vir","Fish","Actinopterygii","Serranidae","Hypoplectrus","aberrans","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish","Fish","Actinopterygii"
"3544","Hypoplectrus aberrans","vir","Shrimp","Actinopterygii","Serranidae","Hypoplectrus","aberrans","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp","Shrimp","Malacostraca"
"3545","Hypoplectrus aberrans","vir","Stomatopoda","Actinopterygii","Serranidae","Hypoplectrus","aberrans","Animalia","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,"Stomatopoda","Stomatopod","Stomatopoda","Malacostraca"
"3546","Hypoplectrus aberrans","vir","Zooplankton","Actinopterygii","Serranidae","Hypoplectrus","aberrans","Animalia","Arthropoda","Malacostraca","Mysida",NA,NA,NA,NA,"Mysida","Mysids","Zooplankton","Zooplankton"
"3547","Hypoplectrus chlorurus","vir","Crab","Actinopterygii","Serranidae","Hypoplectrus","chlorurus","Animalia","Arthropoda","Malacostraca","Decapoda","Domeciidae","Domecia","hispida","Domecia hispida","Domecia hispida","Domecia_hispida","Crab","Malacostraca"
"3549","Hypoplectrus chlorurus","vir","Crab","Actinopterygii","Serranidae","Hypoplectrus","chlorurus","Animalia","Arthropoda","Malacostraca","Decapoda","Pilumnidae","Pilumnus",NA,"Pilumnus sp","Pilumnus sp","Pilumnus_sp","Crab","Malacostraca"
"3550","Hypoplectrus chlorurus","vir","Fish","Actinopterygii","Serranidae","Hypoplectrus","chlorurus","Animalia","Chordata","Actinopterygii","Blenniiformes","Blenniidae",NA,NA,NA,"Blenniidae","Blenniidae","Fish","Actinopterygii"
"3552","Hypoplectrus chlorurus","vir","Shrimp","Actinopterygii","Serranidae","Hypoplectrus","chlorurus","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Periclimenes",NA,"Periclimenes sp","Periclimenes sp","Periclimenes_sp","Shrimp","Malacostraca"
"3554","Hypoplectrus nigricans","vir","Crab","Actinopterygii","Serranidae","Hypoplectrus","nigricans","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Crab","Crab","Crab","Malacostraca"
"3555","Hypoplectrus nigricans","vir","Fish","Actinopterygii","Serranidae","Hypoplectrus","nigricans","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish","Fish","Actinopterygii"
"3556","Hypoplectrus nigricans","vir","Shrimp","Actinopterygii","Serranidae","Hypoplectrus","nigricans","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp","Shrimp","Malacostraca"
"3557","Hypoplectrus nigricans","vir","Stomatopoda","Actinopterygii","Serranidae","Hypoplectrus","nigricans","Animalia","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,"Stomatopoda","Stomatopod","Stomatopoda","Malacostraca"
