"","Family","nom","item","mean_length","max_length","min_length","nb_sample","nb_guts","n","freq_item","item_raw","item_family","item_ord","item_class","item_phylum","item_kingdom","site_code","class","fish_sp","genus_cor","sp_cor"
"118","Serranidae","Epinephelus maculatus","crevettes",376.909224011713,605,65,683,421,5,0.0118764845605701,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"119","Serranidae","Epinephelus maculatus","mollusque",376.909224011713,605,65,683,421,7,0.0166270783847981,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"120","Serranidae","Epinephelus maculatus","poulpe",376.909224011713,605,65,683,421,2,0.00475059382422803,"Octopoda",NA,"Octopoda","Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"121","Serranidae","Epinephelus maculatus","vers",376.909224011713,605,65,683,421,4,0.00950118764845606,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"122","Serranidae","Epinephelus maculatus","bernard l'hermite",376.909224011713,605,65,683,421,1,0.00237529691211401,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"123","Serranidae","Epinephelus maculatus","squilles",376.909224011713,605,65,683,421,4,0.00950118764845606,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"124","Serranidae","Epinephelus maculatus","alcyonaires (corail mou)",376.909224011713,605,65,683,421,1,0.00237529691211401,"Alcyonacea",NA,"Alcyonacea","Anthozoa","Cnidaria","Animalia","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"125","Serranidae","Epinephelus malabaricus","Poisson",421.489898989899,1280,85,198,51,14,0.274509803921569,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Epinephelus malabaricus","Epinephelus","malabaricus"
"126","Serranidae","Epinephelus malabaricus","crabes",421.489898989899,1280,85,198,51,31,0.607843137254902,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus malabaricus","Epinephelus","malabaricus"
"127","Serranidae","Epinephelus malabaricus","poulpe",421.489898989899,1280,85,198,51,1,0.0196078431372549,"Octopoda",NA,"Octopoda","Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Epinephelus malabaricus","Epinephelus","malabaricus"
"128","Serranidae","Epinephelus malabaricus","crevettes",421.489898989899,1280,85,198,51,6,0.117647058823529,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus malabaricus","Epinephelus","malabaricus"
"129","Serranidae","Epinephelus merra","Poisson",184.320930232558,250,60,215,44,13,0.295454545454545,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Epinephelus merra","Epinephelus","merra"
"130","Serranidae","Epinephelus merra","bivalves",184.320930232558,250,60,215,44,1,0.0227272727272727,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Epinephelus merra","Epinephelus","merra"
"131","Serranidae","Epinephelus merra","crevettes",184.320930232558,250,60,215,44,8,0.181818181818182,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus merra","Epinephelus","merra"
"132","Serranidae","Epinephelus merra","crabes",184.320930232558,250,60,215,44,17,0.386363636363636,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus merra","Epinephelus","merra"
"133","Serranidae","Epinephelus merra","spirographe",184.320930232558,250,60,215,44,1,0.0227272727272727,"Sabellidae","Sabellidae","Sabellida","Polychaeta","Annelida","Animalia","nca","Actinopterygii","Epinephelus merra","Epinephelus","merra"
"134","Serranidae","Epinephelus merra","crustacé",184.320930232558,250,60,215,44,1,0.0227272727272727,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Epinephelus merra","Epinephelus","merra"
"135","Serranidae","Epinephelus merra","mollusque",184.320930232558,250,60,215,44,1,0.0227272727272727,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Epinephelus merra","Epinephelus","merra"
"136","Serranidae","Epinephelus merra","squilles",184.320930232558,250,60,215,44,2,0.0454545454545455,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus merra","Epinephelus","merra"
"137","Serranidae","Epinephelus polyphekadion","crabes",422.028846153846,610,170,312,61,28,0.459016393442623,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus polyphekadion","Epinephelus","polyphekadion"
"138","Serranidae","Epinephelus polyphekadion","Poisson",422.028846153846,610,170,312,61,24,0.39344262295082,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Epinephelus polyphekadion","Epinephelus","polyphekadion"
"139","Serranidae","Epinephelus polyphekadion","poulpe",422.028846153846,610,170,312,61,3,0.0491803278688525,"Octopoda",NA,"Octopoda","Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Epinephelus polyphekadion","Epinephelus","polyphekadion"
"140","Serranidae","Epinephelus polyphekadion","crevettes",422.028846153846,610,170,312,61,1,0.0163934426229508,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus polyphekadion","Epinephelus","polyphekadion"
"141","Serranidae","Epinephelus polyphekadion","oursin sable",422.028846153846,610,170,312,61,1,0.0163934426229508,"Spatangoida",NA,"Spatangoida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Epinephelus polyphekadion","Epinephelus","polyphekadion"
"142","Serranidae","Epinephelus ongus","Poisson",273.666666666667,370,85,30,4,3,0.75,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Epinephelus ongus","Epinephelus","ongus"
"143","Serranidae","Epinephelus ongus","crustacé",273.666666666667,370,85,30,4,1,0.25,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Epinephelus ongus","Epinephelus","ongus"
"144","Serranidae","Epinephelus rivulatus","crustacé",297.551724137931,365,140,116,54,2,0.037037037037037,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Epinephelus rivulatus","Epinephelus","rivulatus"
"145","Serranidae","Epinephelus rivulatus","bernard l'hermite",297.551724137931,365,140,116,54,1,0.0185185185185185,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus rivulatus","Epinephelus","rivulatus"
"146","Serranidae","Epinephelus rivulatus","crabes",297.551724137931,365,140,116,54,1,0.0185185185185185,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus rivulatus","Epinephelus","rivulatus"
"147","Serranidae","Epinephelus coioides","poulpe",519.761904761905,1110,65,42,8,1,0.125,"Octopoda",NA,"Octopoda","Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Epinephelus coioides","Epinephelus","coioides"
"148","Serranidae","Epinephelus coioides","crabes",519.761904761905,1110,65,42,8,3,0.375,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus coioides","Epinephelus","coioides"
"149","Serranidae","Epinephelus coioides","Poisson",519.761904761905,1110,65,42,8,3,0.375,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Epinephelus coioides","Epinephelus","coioides"
"150","Serranidae","Epinephelus coioides","crevettes",519.761904761905,1110,65,42,8,1,0.125,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Epinephelus coioides","Epinephelus","coioides"
"151","Serranidae","Epinephelus tauvina","Poisson",438.571428571429,700,335,7,2,2,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Epinephelus tauvina","Epinephelus","tauvina"
"152","Serranidae","Plectropomus laevis","Poisson",645,840,390,7,2,2,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Plectropomus laevis","Plectropomus","laevis"
"153","Serranidae","Plectropomus leopardus","Poisson",431.594202898551,910,240,138,39,23,0.58974358974359,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Plectropomus leopardus","Plectropomus","leopardus"
"154","Serranidae","Plectropomus leopardus","crustacé",431.594202898551,910,240,138,39,1,0.0256410256410256,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Plectropomus leopardus","Plectropomus","leopardus"
"155","Serranidae","Plectropomus leopardus","mollusque",431.594202898551,910,240,138,39,1,0.0256410256410256,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Plectropomus leopardus","Plectropomus","leopardus"
"156","Serranidae","Plectropomus leopardus","crabes",431.594202898551,910,240,138,39,1,0.0256410256410256,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Plectropomus leopardus","Plectropomus","leopardus"
"157","Serranidae","Variola louti","Poisson",461.774193548387,660,220,31,8,5,0.625,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Variola louti","Variola","louti"
"158","Serranidae","Variola louti","squilles",461.774193548387,660,220,31,8,1,0.125,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Variola louti","Variola","louti"
"159","Terapontidae","Terapon jarbua","crabes",155.938144329897,285,20,97,21,8,0.380952380952381,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Terapon jarbua","Terapon","jarbua"
"160","Terapontidae","Terapon jarbua","Poisson",155.938144329897,285,20,97,21,12,0.571428571428571,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Terapon jarbua","Terapon","jarbua"
"161","Terapontidae","Terapon jarbua","bernard l'hermite",155.938144329897,285,20,97,21,1,0.0476190476190476,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Terapon jarbua","Terapon","jarbua"
"162","Terapontidae","Terapon jarbua","crevettes",155.938144329897,285,20,97,21,1,0.0476190476190476,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Terapon jarbua","Terapon","jarbua"
"163","Terapontidae","Terapon jarbua","vers",155.938144329897,285,20,97,21,1,0.0476190476190476,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Terapon jarbua","Terapon","jarbua"
"164","Priacanthidae","Priacanthus hamrur","crevettes",218.98,380,45,100,10,7,0.7,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Priacanthus hamrur","Priacanthus","hamrur"
"165","Priacanthidae","Priacanthus hamrur","crustacé",218.98,380,45,100,10,2,0.2,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Priacanthus hamrur","Priacanthus","hamrur"
"166","Priacanthidae","Priacanthus hamrur","Poisson",218.98,380,45,100,10,1,0.1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Priacanthus hamrur","Priacanthus","hamrur"
"167","Apogonidae","Apogon ellioti","crevettes",97.2727272727273,130,55,22,4,4,1,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Jaydia ellioti","Jaydia","ellioti"
"168","Apogonidae","Apogon hyalosoma","crevettes",116.486486486486,150,60,74,14,6,0.428571428571429,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Yarica hyalosoma","Yarica","hyalosoma"
"169","Apogonidae","Apogon hyalosoma","crabes",116.486486486486,150,60,74,14,8,0.571428571428571,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Yarica hyalosoma","Yarica","hyalosoma"
"170","Apogonidae","Apogon hyalosoma","Poisson",116.486486486486,150,60,74,14,1,0.0714285714285714,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Yarica hyalosoma","Yarica","hyalosoma"
"171","Apogonidae","Apogon trimaculatus","Poisson",112.545454545455,155,20,22,1,1,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Pristicon trimaculatus","Pristicon","trimaculatus"
"172","Apogonidae","Cheilodipterus macrodon","Poisson",101.112903225806,135,60,62,4,1,0.25,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Cheilodipterus macrodon","Cheilodipterus","macrodon"
"173","Apogonidae","Cheilodipterus quinquelineatus","Poisson",72.08,110,35,125,2,1,0.5,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Cheilodipterus quinquelineatus","Cheilodipterus","quinquelineatus"
"174","Sillaginidae","Sillago sp","crabes",218.235294117647,285,150,51,7,6,0.857142857142857,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Sillago sp","Sillago","sp"
"175","Sillaginidae","Sillago sp","vers",218.235294117647,285,150,51,7,1,0.142857142857143,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Sillago sp","Sillago","sp"
"176","Sillaginidae","Sillago ciliata","bivalves",216.840659340659,310,155,182,7,1,0.142857142857143,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Sillago ciliata","Sillago","ciliata"
"177","Sillaginidae","Sillago ciliata","crevettes",216.840659340659,310,155,182,7,2,0.285714285714286,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Sillago ciliata","Sillago","ciliata"
"178","Sillaginidae","Sillago ciliata","Poisson",216.840659340659,310,155,182,7,2,0.285714285714286,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sillago ciliata","Sillago","ciliata"
"179","Sillaginidae","Sillago ciliata","crabes",216.840659340659,310,155,182,7,2,0.285714285714286,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Sillago ciliata","Sillago","ciliata"
"180","Sillaginidae","Sillago sihama","vers",189.479166666667,290,35,288,52,8,0.153846153846154,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Sillago sihama","Sillago","sihama"
"181","Sillaginidae","Sillago sihama","crabes",189.479166666667,290,35,288,52,26,0.5,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Sillago sihama","Sillago","sihama"
"182","Sillaginidae","Sillago sihama","annélide",189.479166666667,290,35,288,52,9,0.173076923076923,"Annelida",NA,NA,NA,"Annelida","Animalia","nca","Actinopterygii","Sillago sihama","Sillago","sihama"
"183","Sillaginidae","Sillago sihama","crevettes",189.479166666667,290,35,288,52,3,0.0576923076923077,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Sillago sihama","Sillago","sihama"
"184","Sillaginidae","Sillago sihama","crustacé",189.479166666667,290,35,288,52,2,0.0384615384615385,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Sillago sihama","Sillago","sihama"
"185","Sillaginidae","Sillago sihama","bivalves",189.479166666667,290,35,288,52,3,0.0576923076923077,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Sillago sihama","Sillago","sihama"
"186","Sillaginidae","Sillago sihama","Poisson",189.479166666667,290,35,288,52,3,0.0576923076923077,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sillago sihama","Sillago","sihama"
"187","Echeneidae","Echeneis naucrates","Poisson",622.739910313901,880,140,223,36,3,0.0833333333333333,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Echeneis naucrates","Echeneis","naucrates"
"188","Echeneidae","Echeneis naucrates","crustacé",622.739910313901,880,140,223,36,3,0.0833333333333333,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Echeneis naucrates","Echeneis","naucrates"
"189","Echeneidae","Echeneis naucrates","bivalves",622.739910313901,880,140,223,36,1,0.0277777777777778,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Echeneis naucrates","Echeneis","naucrates"
"190","Echeneidae","Echeneis naucrates","algues",622.739910313901,880,140,223,36,3,0.0833333333333333,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Echeneis naucrates","Echeneis","naucrates"
"191","Carangidae","Carangidae sp","crevettes",240,515,55,5,2,1,0.5,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangidae sp","Carangidae","sp"
"192","Carangidae","Carangidae sp","Poisson",240,515,55,5,2,1,0.5,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Carangidae sp","Carangidae","sp"
"193","Carangidae","Atule mate","amphipodes",166.842105263158,265,100,57,16,4,0.25,"Amphipoda",NA,"Amphipoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Atule mate","Atule","mate"
"194","Carangidae","Atule mate","Poisson",166.842105263158,265,100,57,16,12,0.75,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Atule mate","Atule","mate"
"195","Carangidae","Carangoides sp","crevettes",319.52380952381,550,145,21,6,2,0.333333333333333,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangoides sp","Carangoides","sp"
"196","Carangidae","Carangoides sp","Poisson",319.52380952381,550,145,21,6,4,0.666666666666667,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Carangoides sp","Carangoides","sp"
"197","Carangidae","Carangoides armatus","Poisson",399.583333333333,510,320,12,1,1,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Carangoides armatus","Carangoides","armatus"
"198","Carangidae","Carangoides chrysophrys","Poisson",291.5234375,600,125,128,37,23,0.621621621621622,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Carangoides chrysophrys","Carangoides","chrysophrys"
"199","Carangidae","Carangoides chrysophrys","squilles",291.5234375,600,125,128,37,3,0.0810810810810811,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangoides chrysophrys","Carangoides","chrysophrys"
"200","Carangidae","Carangoides chrysophrys","crevettes",291.5234375,600,125,128,37,8,0.216216216216216,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangoides chrysophrys","Carangoides","chrysophrys"
"201","Carangidae","Carangoides chrysophrys","crabes",291.5234375,600,125,128,37,2,0.0540540540540541,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangoides chrysophrys","Carangoides","chrysophrys"
