site,cons_class,cons_fam,cons_sp,cons_size,lev1,lev2,w
haw,Actinopterygii,Cirrhitidae,Paracirrhites arcatus,20,Copepoda,Zooplankton,0.1
mad,Actinopterygii,Labridae,Pteragogus flagellifer,20,Copepoda,Zooplankton,0.15
jap,Actinopterygii,Labridae,Thalassoma hardwicke,20,Copepoda,Zooplankton,0.11
mad,Actinopterygii,Labridae,Thalassoma hardwicke,20,Copepoda,Zooplankton,0.3
mari,Actinopterygii,Labridae,Thalassoma hardwicke,20,Copepoda,Zooplankton,0.18
vir,Actinopterygii,Gerreidae,Eucinostomus argenteus,21,Copepoda,Zooplankton,0.02
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,22,Copepoda,Zooplankton,0.5
mad,Actinopterygii,Pempheridae,Pempheris oualensis,22,Copepoda,Zooplankton,0.26
mari,Actinopterygii,Pempheridae,Pempheris oualensis,22,Copepoda,Zooplankton,0.06
nca,Actinopterygii,Mullidae,Upeneus moluccensis,22,Copepoda,Zooplankton,0.006097561
vir,Actinopterygii,Pomacentridae,Abudefduf saxatilis,22.9,Copepoda,Zooplankton,0.136
jap,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Copepoda,Zooplankton,0.15
vir,Actinopterygii,Haemulidae,Haemulon vittatum,23,Copepoda,Zooplankton,0.767
jap,Actinopterygii,Pinguipedidae,Parapercis cylindrica,23,Copepoda,Zooplankton,0.32
vir,Actinopterygii,Sciaenidae,Pareques acuminatus,23,Copepoda,Zooplankton,0.016
haw,Actinopterygii,Holocentridae,Sargocentron punctatissimum,23,Copepoda,Zooplankton,0.307692308
vir,Actinopterygii,Haemulidae,Haemulon aurolineatum,25,Copepoda,Zooplankton,0.025
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,25,Copepoda,Zooplankton,0.15
vir,Actinopterygii,Holocentridae,Myripristis jacobus,25,Copepoda,Zooplankton,0.024
haw,Actinopterygii,Ostraciidae,Ostracion meleagris,25,Copepoda,Zooplankton,0.2
mad,Actinopterygii,Ostraciidae,Ostracion meleagris,25,Copepoda,Zooplankton,0.5
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,25,Copepoda,Zooplankton,1
haw,Actinopterygii,Balistidae,Sufflamen bursa,25,Copepoda,Zooplankton,1.111111111
vir,Actinopterygii,Labridae,Thalassoma bifasciatum,25,Copepoda,Zooplankton,0.188
jap,Actinopterygii,Mullidae,Upeneus tragula,25,Copepoda,Zooplankton,0.2
haw,Actinopterygii,Balistidae,Xanthichthys ringens,25,Copepoda,Zooplankton,1.111111111
jap,Actinopterygii,Acanthuridae,Ctenochaetus striatus,26,Copepoda,Zooplankton,0.2
haw,Actinopterygii,Holocentridae,Myripristis kuntee,26,Copepoda,Zooplankton,0.409090909
haw,Actinopterygii,Holocentridae,Myripristis amaena,26.5,Copepoda,Zooplankton,0.071428571
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,27,Copepoda,Zooplankton,0.714285714
mari,Actinopterygii,Acanthuridae,Acanthurus triostegus,27,Copepoda,Zooplankton,0.05
mad,Actinopterygii,Labridae,Halichoeres hortulanus,27,Copepoda,Zooplankton,0.09
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,27,Copepoda,Zooplankton,0.03
jap,Actinopterygii,Siganidae,Siganus spinus,28,Copepoda,Zooplankton,0.12
haw,Actinopterygii,Labridae,Thalassoma duperrey,28,Copepoda,Zooplankton,0.25
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,30,Copepoda,Zooplankton,2.2
vir,Actinopterygii,Labridae,Clepticus parrae,30,Copepoda,Zooplankton,0.436
vir,Actinopterygii,Carangidae,Decapterus punctatus,30,Copepoda,Zooplankton,0.6
mad,Actinopterygii,Labridae,Gomphosus varius,30,Copepoda,Zooplankton,0.04
jap,Actinopterygii,Labridae,Hemigymnus fasciatus,30,Copepoda,Zooplankton,1.6
vir,Actinopterygii,Serranidae,Paranthias furcifer,30,Copepoda,Zooplankton,0.617
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Copepoda,Zooplankton,1.11
mari,Actinopterygii,Balistidae,Rhinecanthus rectangulus,30,Copepoda,Zooplankton,0.12
jap,Actinopterygii,Siganidae,Siganus virgatus,30,Copepoda,Zooplankton,0.17
vir,Actinopterygii,Tetraodontidae,Sphoeroides spengleri,30,Copepoda,Zooplankton,0.009
haw,Actinopterygii,Labridae,Thalassoma trilobatum,30,Copepoda,Zooplankton,0.285714285
mad,Actinopterygii,Tetraodontidae,Canthigaster margaritata,31.2,Copepoda,Zooplankton,0.1
mari,Actinopterygii,Holocentridae,Neoniphon sammara,32,Copepoda,Zooplankton,0.09
mad,Actinopterygii,Labridae,Leptoscarus vaigiensis,35,Copepoda,Zooplankton,0.07
jap,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Copepoda,Zooplankton,0.6
mari,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Copepoda,Zooplankton,0.2
jap,Actinopterygii,Labridae,Hemigymnus melapterus,37,Copepoda,Zooplankton,1.57
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,38,Copepoda,Zooplankton,0.3
vir,Actinopterygii,Clupeidae,Opisthonema oglinum,38,Copepoda,Zooplankton,0.266
mad,Actinopterygii,Bothidae,Bothus pantherinus,39,Copepoda,Zooplankton,0.06
vir,Actinopterygii,Hemiramphidae,Hemiramphus balao,40,Copepoda,Zooplankton,0.012
mad,Actinopterygii,Mullidae,Parupeneus macronemus,40,Copepoda,Zooplankton,0.28
jap,Actinopterygii,Haemulidae,Plectorhinchus diagrammus,40,Copepoda,Zooplankton,1.17
jap,Actinopterygii,Acanthuridae,Zebrasoma scopas,40,Copepoda,Zooplankton,0.4
vir,Actinopterygii,Haemulidae,Anisotremus virginicus,40.6,Copepoda,Zooplankton,0.018
mari,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,43,Copepoda,Zooplankton,0.09
vir,Actinopterygii,Mullidae,Mulloidichthys martinicus,44.8,Copepoda,Zooplankton,0.003
jap,Actinopterygii,Labridae,Thalassoma lunare,45,Copepoda,Zooplankton,0.27
jap,Actinopterygii,Labridae,Cheilio inermis,50,Copepoda,Zooplankton,0.2
mad,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Copepoda,Zooplankton,0.46
haw,Actinopterygii,Balistidae,Melichthys niger,50,Copepoda,Zooplankton,1.428571428
vir,Actinopterygii,Balistidae,Melichthys niger,50,Copepoda,Zooplankton,0.002
jap,Actinopterygii,Mullidae,Parupeneus spilurus,50,Copepoda,Zooplankton,0.22
vir,Actinopterygii,Congridae,Heteroconger longissimus,51,Copepoda,Zooplankton,0.663
jap,Actinopterygii,Acanthuridae,Acanthurus dussumieri,54,Copepoda,Zooplankton,0.09
haw,Actinopterygii,Holocentridae,Myripristis murdjan,60,Copepoda,Zooplankton,0.058823529
mad,Actinopterygii,Holocentridae,Myripristis murdjan,60,Copepoda,Zooplankton,0.48
jap,Actinopterygii,Mullidae,Parupeneus barberinus,60,Copepoda,Zooplankton,0.54
mad,Actinopterygii,Mullidae,Parupeneus barberinus,60,Copepoda,Zooplankton,0.1
mari,Actinopterygii,Mullidae,Parupeneus barberinus,60,Copepoda,Zooplankton,0.08
vir,Actinopterygii,Carangidae,Caranx crysos,70,Copepoda,Zooplankton,0.006
vir,Actinopterygii,Carangidae,Selar crumenophthalmus,70,Copepoda,Zooplankton,0.021
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,75,Copepoda,Zooplankton,0.5
vir,Actinopterygii,Lutjanidae,Ocyurus chrysurus,86.3,Copepoda,Zooplankton,0.051
vir,Actinopterygii,Echeneidae,Remora remora,86.4,Copepoda,Zooplankton,0.22
vir,Actinopterygii,Lutjanidae,Ocyurus chrysurus,86.3,Ctenophora,Zooplankton,0.027
mad,Actinopterygii,Gobiidae,Gnatholepis cauerensis,6,Cumacea,Zooplankton,0.48
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Cumacea,Zooplankton,0.21
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,7.4,Cumacea,Zooplankton,0.6
jap,Actinopterygii,Gobiidae,Fusigobius neophytus,7.5,Cumacea,Zooplankton,0.13
mad,Actinopterygii,Gobiidae,Fusigobius neophytus,7.5,Cumacea,Zooplankton,0.06
mad,Actinopterygii,Gobiidae,Istigobius spence,7.9,Cumacea,Zooplankton,0.3
jap,Actinopterygii,Apogonidae,Ostorhinchus cyanosoma,8,Cumacea,Zooplankton,0.07
mad,Actinopterygii,Gobiidae,Vanderhorstia ornatissima,8.5,Cumacea,Zooplankton,0.04
jap,Actinopterygii,Callionymidae,Neosynchiropus ocellatus,8.9,Cumacea,Zooplankton,0.63
jap,Actinopterygii,Pomacentridae,Dascyllus aruanus,10,Cumacea,Zooplankton,0.02
mad,Actinopterygii,Apogonidae,Nectamia savayensis,10,Cumacea,Zooplankton,0.1
mad,Actinopterygii,Gobiidae,Oplopomus oplopomus,10,Cumacea,Zooplankton,0.19
jap,Actinopterygii,Apogonidae,Ostorhinchus cookii,10,Cumacea,Zooplankton,0.13
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Cumacea,Zooplankton,0.02
mad,Actinopterygii,Apogonidae,Taeniamia fucata,10,Cumacea,Zooplankton,0.03
jap,Actinopterygii,Pomacentridae,Amblyglyphidodon curacao,11,Cumacea,Zooplankton,0.07
mad,Actinopterygii,Apogonidae,Ostorhinchus angustatus,11,Cumacea,Zooplankton,0.05
jap,Actinopterygii,Apogonidae,Nectamia fusca,11.2,Cumacea,Zooplankton,0.09
mad,Actinopterygii,Callionymidae,Diplogrammus infulatus,12,Cumacea,Zooplankton,0.23
mad,Actinopterygii,Apogonidae,Ostorhinchus endekataenia,14,Cumacea,Zooplankton,0.06
jap,Actinopterygii,Blenniidae,Salarias fasciatus,14,Cumacea,Zooplankton,0.08
jap,Actinopterygii,Pomacentridae,Amphiprion clarkii,15,Cumacea,Zooplankton,0.25
mad,Actinopterygii,Blenniidae,Blenniella periophthalmus,15,Cumacea,Zooplankton,0.02
jap,Actinopterygii,Labridae,Stethojulis bandanensis,15,Cumacea,Zooplankton,0.6
jap,Actinopterygii,Labridae,Stethojulis strigiventer,15,Cumacea,Zooplankton,0.32
mad,Actinopterygii,Labridae,Stethojulis strigiventer,15,Cumacea,Zooplankton,0.37
jap,Actinopterygii,Labridae,Stethojulis trilineata,15,Cumacea,Zooplankton,0.56
mad,Actinopterygii,Apogonidae,Pristiapogon kallopterus,15.5,Cumacea,Zooplankton,0.01
mad,Actinopterygii,Syngnathidae,Hippichthys cyanospilos,16,Cumacea,Zooplankton,0.05
mad,Actinopterygii,Monacanthidae,Pervagor melanocephalus,16,Cumacea,Zooplankton,0.04
mad,Actinopterygii,Holocentridae,Sargocentron diadema,17,Cumacea,Zooplankton,0.02
jap,Actinopterygii,Gobiidae,Amblygobius albimaculatus,18,Cumacea,Zooplankton,0.68
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,18,Cumacea,Zooplankton,0.32
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,18,Cumacea,Zooplankton,0.55
jap,Actinopterygii,Syngnathidae,Corythoichthys haematopterus,19.8,Cumacea,Zooplankton,0.78
jap,Actinopterygii,Labridae,Coris variegata,20,Cumacea,Zooplankton,0.11
mad,Actinopterygii,Labridae,Halichoeres scapularis,20,Cumacea,Zooplankton,0.05
mad,Actinopterygii,Labridae,Pteragogus flagellifer,20,Cumacea,Zooplankton,0.05
mad,Actinopterygii,Pempheridae,Pempheris oualensis,22,Cumacea,Zooplankton,0.02
jap,Actinopterygii,Pinguipedidae,Parapercis cylindrica,23,Cumacea,Zooplankton,0.11
mad,Actinopterygii,Labridae,Thalassoma hebraicum,23,Cumacea,Zooplankton,0.02
jap,Actinopterygii,Pseudochromidae,Labracinus cyclophthalmus,23.5,Cumacea,Zooplankton,0.11
jap,Actinopterygii,Siganidae,Siganus spinus,28,Cumacea,Zooplankton,0.02
jap,Actinopterygii,Pinguipedidae,Parapercis hexophtalma,29,Cumacea,Zooplankton,0.09
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,30,Cumacea,Zooplankton,0.11
jap,Actinopterygii,Labridae,Hemigymnus fasciatus,30,Cumacea,Zooplankton,0.2
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Cumacea,Zooplankton,0.22
mad,Actinopterygii,Balistidae,Sufflamen chrysopterum,30,Cumacea,Zooplankton,0.27
jap,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,33,Cumacea,Zooplankton,0.2
mad,Actinopterygii,Lutjanidae,Lutjanus fulviflamma,35,Cumacea,Zooplankton,0.01
jap,Actinopterygii,Labridae,Hemigymnus melapterus,37,Cumacea,Zooplankton,0.43
mad,Actinopterygii,Bothidae,Bothus pantherinus,39,Cumacea,Zooplankton,0.03
mad,Actinopterygii,Mullidae,Parupeneus macronemus,40,Cumacea,Zooplankton,0.28
jap,Actinopterygii,Haemulidae,Plectorhinchus diagrammus,40,Cumacea,Zooplankton,0.5
mad,Actinopterygii,Holocentridae,Myripristis murdjan,60,Cumacea,Zooplankton,0.12
mad,Actinopterygii,Mullidae,Parupeneus barberinus,60,Cumacea,Zooplankton,0.06
jap,Actinopterygii,Gobiidae,Fusigobius neophytus,7.5,Euphausiacea,Zooplankton,0.13
haw,Actinopterygii,Holocentridae,Sargocentron xantherythrum,17,Euphausiacea,Zooplankton,0.058823529
haw,Actinopterygii,Holocentridae,Myripristis murdjan,60,Euphausiacea,Zooplankton,0.058823529
vir,Actinopterygii,Lutjanidae,Ocyurus chrysurus,86.3,Euphausiacea,Zooplankton,0.008
mari,Actinopterygii,Gobiidae,Paragobiodon echinocephalus,4,Isopoda,Zooplankton,0.67
mad,Actinopterygii,Tripterygiidae,Enneapterygius hemimelas,4.8,Isopoda,Zooplankton,0.11
mari,Actinopterygii,Gobiidae,Gobiodon rivulatus,5,Isopoda,Zooplankton,0.25
mari,Actinopterygii,Gobiidae,Gobiodon erythrospilus,5.4,Isopoda,Zooplankton,0.25
haw,Actinopterygii,Pomacentridae,Plectroglyphidodon imparipennis,6,Isopoda,Zooplankton,0.133333333
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,6,Isopoda,Zooplankton,0.07
mad,Actinopterygii,Apogonidae,Foa brachygramma,6.4,Isopoda,Zooplankton,0.96
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Isopoda,Zooplankton,0.26
jap,Actinopterygii,Pomacentridae,Chrysiptera rex,7,Isopoda,Zooplankton,0.14
jap,Actinopterygii,Gobiidae,Callogobius hasseltii,7.3,Isopoda,Zooplankton,0.2
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,7.4,Isopoda,Zooplankton,0.4
mad,Actinopterygii,Pomacentridae,Pomacentrus tripunctatus,7.5,Isopoda,Zooplankton,0.26
jap,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,8,Isopoda,Zooplankton,0.22
jap,Actinopterygii,Apogonidae,Ostorhinchus aroubiensis,8.496375,Isopoda,Zooplankton,0.25
jap,Actinopterygii,Pomacentridae,Chrysiptera cyanea,8.5,Isopoda,Zooplankton,0.07
mad,Actinopterygii,Blenniidae,Petroscirtes mitratus,8.5,Isopoda,Zooplankton,0.02
mari,Actinopterygii,Pomacentridae,Pomacentrus pavo,8.5,Isopoda,Zooplankton,0.05
mad,Actinopterygii,Gobiidae,Vanderhorstia ornatissima,8.5,Isopoda,Zooplankton,0.13
jap,Actinopterygii,Callionymidae,Neosynchiropus ocellatus,8.9,Isopoda,Zooplankton,0.75
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,9,Isopoda,Zooplankton,0.166666667
mad,Actinopterygii,Pomacentridae,Chromis dimidiata,9,Isopoda,Zooplankton,0.31
mad,Actinopterygii,Apogonidae,Fowleria aurita,9,Isopoda,Zooplankton,0.29
vir,Actinopterygii,Apogonidae,Phaeoptyx conklini,9,Isopoda,Zooplankton,0.053
mad,Actinopterygii,Pseudochromidae,Pseudochromis natalensis,9,Isopoda,Zooplankton,0.03
vir,Actinopterygii,Cirrhitidae,Amblycirrhitus pinos,9.5,Isopoda,Zooplankton,0.025
mad,Actinopterygii,Scorpaenidae,Sebastapistes strongia,9.5,Isopoda,Zooplankton,0.52
jap,Actinopterygii,Pomacentridae,Dascyllus aruanus,10,Isopoda,Zooplankton,0.18
mad,Actinopterygii,Pomacentridae,Dascyllus aruanus,10,Isopoda,Zooplankton,0.21
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,10,Isopoda,Zooplankton,0.36
vir,Actinopterygii,Monacanthidae,Monacanthus tuckeri,10,Isopoda,Zooplankton,0.033
mad,Actinopterygii,Apogonidae,Nectamia savayensis,10,Isopoda,Zooplankton,0.22
mad,Actinopterygii,Gobiidae,Oplopomus oplopomus,10,Isopoda,Zooplankton,0.26
jap,Actinopterygii,Apogonidae,Ostorhinchus cookii,10,Isopoda,Zooplankton,0.25
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Isopoda,Zooplankton,0.18
mad,Actinopterygii,Plesiopidae,Plesiops coeruleolineatus,10,Isopoda,Zooplankton,0.08
mad,Actinopterygii,Pomacentridae,Pomacentrus caeruleus,10,Isopoda,Zooplankton,0.07
mad,Actinopterygii,Labridae,Pseudocheilinus hexataenia,10,Isopoda,Zooplankton,0.03
mari,Actinopterygii,Labridae,Pseudocheilinus hexataenia,10,Isopoda,Zooplankton,0.11
mad,Actinopterygii,Apogonidae,Taeniamia fucata,10,Isopoda,Zooplankton,0.11
mad,Actinopterygii,Scorpaenidae,Sebastapistes nuchalis,10.16,Isopoda,Zooplankton,0.3
jap,Actinopterygii,Pomacentridae,Chromis ternatensis,10.5,Isopoda,Zooplankton,0.03
mad,Actinopterygii,Pomacentridae,Chromis ternatensis,10.5,Isopoda,Zooplankton,0.11
mari,Actinopterygii,Pomacentridae,Chromis ternatensis,10.5,Isopoda,Zooplankton,0.1
jap,Actinopterygii,Pomacentridae,Amblyglyphidodon curacao,11,Isopoda,Zooplankton,0.04
mad,Actinopterygii,Tetraodontidae,Canthigaster valentini,11,Isopoda,Zooplankton,0.14
mari,Actinopterygii,Gobiidae,Istigobius ornatus,11,Isopoda,Zooplankton,0.69
mad,Actinopterygii,Apogonidae,Ostorhinchus angustatus,11,Isopoda,Zooplankton,0.36
jap,Actinopterygii,Pomacentridae,Plectroglyphidodon dickii,11,Isopoda,Zooplankton,0.17
mad,Actinopterygii,Pomacentridae,Pomacentrus sulfureus,11,Isopoda,Zooplankton,1.23
mad,Actinopterygii,Apogonidae,Pristiapogon fraenatus,11,Isopoda,Zooplankton,0.26
vir,Actinopterygii,Apogonidae,Apogon maculatus,11.1,Isopoda,Zooplankton,0.011
jap,Actinopterygii,Apogonidae,Nectamia fusca,11.2,Isopoda,Zooplankton,0.23
mari,Actinopterygii,Tetraodontidae,Canthigaster solandri,11.5,Isopoda,Zooplankton,0.06
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,11.5,Isopoda,Zooplankton,0.03
vir,Actinopterygii,Labrisomidae,Gobioclinus guppyi,11.5,Isopoda,Zooplankton,0.025
jap,Actinopterygii,Pomacentridae,Chromis atripectoralis,12,Isopoda,Zooplankton,0.13
mari,Actinopterygii,Syngnathidae,Corythoichthys flavofasciatus,12,Isopoda,Zooplankton,0.33
mad,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,12,Isopoda,Zooplankton,0.32
mari,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,12,Isopoda,Zooplankton,0.08
jap,Actinopterygii,Labridae,Halichoeres melanurus,12,Isopoda,Zooplankton,0.11
mari,Actinopterygii,Labridae,Halichoeres melanurus,12,Isopoda,Zooplankton,0.5
jap,Actinopterygii,Labridae,Halichoeres nebulosus,12,Isopoda,Zooplankton,0.5
mari,Actinopterygii,Pomacentridae,Chrysiptera biocellata,12.5,Isopoda,Zooplankton,0.09
mari,Actinopterygii,Cirrhitidae,Cirrhitichthys aprinus,12.5,Isopoda,Zooplankton,1
vir,Actinopterygii,Pomacentridae,Stegastes variabilis,12.5,Isopoda,Zooplankton,0.1
vir,Actinopterygii,Pomacentridae,Stegastes fuscus,12.6,Isopoda,Zooplankton,0.016
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,13,Isopoda,Zooplankton,0.33
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,13,Isopoda,Zooplankton,0.375
vir,Actinopterygii,Opistognathidae,Opistognathus maxillosus,13,Isopoda,Zooplankton,0.286
mari,Actinopterygii,Labridae,Stethojulis sp,13.153,Isopoda,Zooplankton,0.72
mad,Actinopterygii,Pomacentridae,Dascyllus trimaculatus,14,Isopoda,Zooplankton,0.25
jap,Actinopterygii,Labridae,Labroides dimidiatus,14,Isopoda,Zooplankton,1.4
vir,Actinopterygii,Opistognathidae,Opistognathus whitehursti,14,Isopoda,Zooplankton,0.11
mad,Actinopterygii,Apogonidae,Ostorhinchus endekataenia,14,Isopoda,Zooplankton,0.71
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,14,Isopoda,Zooplankton,0.06
mari,Actinopterygii,Gobiidae,Valenciennea sexguttata,14,Isopoda,Zooplankton,0.83
mad,Actinopterygii,Labridae,Oxycheilinus bimaculatus,15,Isopoda,Zooplankton,0.08
mad,Actinopterygii,Scorpaenidae,Parascorpaena aurita,15,Isopoda,Zooplankton,0.39
haw,Actinopterygii,Labridae,Stethojulis balteata,15,Isopoda,Zooplankton,0.4
mari,Actinopterygii,Labridae,Stethojulis balteata,15,Isopoda,Zooplankton,0.33
jap,Actinopterygii,Labridae,Stethojulis bandanensis,15,Isopoda,Zooplankton,0.2
jap,Actinopterygii,Labridae,Stethojulis strigiventer,15,Isopoda,Zooplankton,0.29
mad,Actinopterygii,Labridae,Stethojulis strigiventer,15,Isopoda,Zooplankton,0.12
jap,Actinopterygii,Labridae,Stethojulis trilineata,15,Isopoda,Zooplankton,0.22
vir,Actinopterygii,Serranidae,Hypoplectrus puella,15.24,Isopoda,Zooplankton,0.037
mad,Actinopterygii,Pseudochromidae,Haliophis guttatus,15.5,Isopoda,Zooplankton,0.04
mad,Actinopterygii,Apogonidae,Pristiapogon kallopterus,15.5,Isopoda,Zooplankton,0.43
mari,Actinopterygii,Apogonidae,Pristiapogon kallopterus,15.5,Isopoda,Zooplankton,0.05
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,16,Isopoda,Zooplankton,0.18
mad,Actinopterygii,Syngnathidae,Corythoichthys intestinalis,16,Isopoda,Zooplankton,0.69
mad,Actinopterygii,Syngnathidae,Hippichthys cyanospilos,16,Isopoda,Zooplankton,0.95
mad,Actinopterygii,Labridae,Novaculoides macrolepidotus,16,Isopoda,Zooplankton,0.16
mad,Actinopterygii,Monacanthidae,Pervagor melanocephalus,16,Isopoda,Zooplankton,0.33
mad,Actinopterygii,Pomacentridae,Stegastes fasciolatus,16.5,Isopoda,Zooplankton,0.05
haw,Actinopterygii,Holocentridae,Sargocentron diadema,17,Isopoda,Zooplankton,0.115384615
mad,Actinopterygii,Holocentridae,Sargocentron diadema,17,Isopoda,Zooplankton,1.11
mari,Actinopterygii,Holocentridae,Sargocentron diadema,17,Isopoda,Zooplankton,0.23
haw,Actinopterygii,Holocentridae,Sargocentron xantherythrum,17,Isopoda,Zooplankton,0.058823529
vir,Actinopterygii,Labridae,Xyrichtys splendens,17.5,Isopoda,Zooplankton,0.008
vir,Actinopterygii,Labridae,Halichoeres maculipinna,18,Isopoda,Zooplankton,0.017
jap,Actinopterygii,Labridae,Halichoeres marginatus,18,Isopoda,Zooplankton,0.77
mari,Actinopterygii,Labridae,Halichoeres marginatus,18,Isopoda,Zooplankton,0.8
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,18,Isopoda,Zooplankton,0.153846154
vir,Actinopterygii,Holocentridae,Sargocentron vexillarium,18,Isopoda,Zooplankton,0.057
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,18,Isopoda,Zooplankton,0.27
mari,Actinopterygii,Gobiidae,Valenciennea strigata,18,Isopoda,Zooplankton,0.5
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,19,Isopoda,Zooplankton,0.13
haw,Actinopterygii,Apogonidae,Pristiapogon taeniopterus,19.6,Isopoda,Zooplankton,0.032258065
jap,Actinopterygii,Syngnathidae,Corythoichthys haematopterus,19.8,Isopoda,Zooplankton,0.67
mad,Actinopterygii,Labridae,Coris caudimacula,20,Isopoda,Zooplankton,0.05
jap,Actinopterygii,Labridae,Coris variegata,20,Isopoda,Zooplankton,0.26
vir,Actinopterygii,Labridae,Halichoeres poeyi,20,Isopoda,Zooplankton,0.003
vir,Actinopterygii,Monacanthidae,Monacanthus ciliatus,20,Isopoda,Zooplankton,0.031
mari,Actinopterygii,Cirrhitidae,Paracirrhites arcatus,20,Isopoda,Zooplankton,0.05
mad,Actinopterygii,Labridae,Pteragogus flagellifer,20,Isopoda,Zooplankton,0.1
jap,Actinopterygii,Labridae,Thalassoma hardwicke,20,Isopoda,Zooplankton,0.22
mari,Actinopterygii,Labridae,Thalassoma hardwicke,20,Isopoda,Zooplankton,0.09
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,22,Isopoda,Zooplankton,0.0625
mad,Actinopterygii,Pempheridae,Pempheris oualensis,22,Isopoda,Zooplankton,0.29
jap,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Isopoda,Zooplankton,0.08
mad,Actinopterygii,Chaetodontidae,Chaetodon vagabundus,23,Isopoda,Zooplankton,0.08
vir,Actinopterygii,Haemulidae,Haemulon chrysargyreum,23,Isopoda,Zooplankton,0.047
vir,Actinopterygii,Sciaenidae,Pareques acuminatus,23,Isopoda,Zooplankton,0.031
mad,Actinopterygii,Labridae,Thalassoma hebraicum,23,Isopoda,Zooplankton,0.19
jap,Actinopterygii,Pseudochromidae,Labracinus cyclophthalmus,23.5,Isopoda,Zooplankton,0.25
mari,Actinopterygii,Pomacentridae,Abudefduf sordidus,24,Isopoda,Zooplankton,0.05
vir,Actinopterygii,Haemulidae,Haemulon aurolineatum,25,Isopoda,Zooplankton,0.002
vir,Actinopterygii,Holocentridae,Myripristis jacobus,25,Isopoda,Zooplankton,0.018
mad,Actinopterygii,Ostraciidae,Ostracion meleagris,25,Isopoda,Zooplankton,1
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,25,Isopoda,Zooplankton,0.9
haw,Actinopterygii,Balistidae,Sufflamen bursa,25,Isopoda,Zooplankton,0.777777778
vir,Actinopterygii,Labridae,Thalassoma bifasciatum,25,Isopoda,Zooplankton,0.06
haw,Actinopterygii,Holocentridae,Myripristis amaena,26.5,Isopoda,Zooplankton,0.071428571
vir,Actinopterygii,Sciaenidae,Equetus punctatus,27,Isopoda,Zooplankton,0.01
jap,Actinopterygii,Labridae,Halichoeres trimaculatus,27,Isopoda,Zooplankton,0.24
haw,Actinopterygii,Mullidae,Parupeneus forsskali,28,Isopoda,Zooplankton,0.4
haw,Actinopterygii,Labridae,Thalassoma duperrey,28,Isopoda,Zooplankton,0.083333333
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,30,Isopoda,Zooplankton,1.11
jap,Actinopterygii,Chaetodontidae,Chaetodon lineolatus,30,Isopoda,Zooplankton,0.17
jap,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,30,Isopoda,Zooplankton,0.45
mad,Actinopterygii,Labridae,Gomphosus varius,30,Isopoda,Zooplankton,0.11
vir,Actinopterygii,Haemulidae,Haemulon flavolineatum,30,Isopoda,Zooplankton,0.038
jap,Actinopterygii,Labridae,Hemigymnus fasciatus,30,Isopoda,Zooplankton,0.6
